,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
sepsi,-0.00017766438,8.0556965e-05,0.0017010927,0.0030063181,-0.0030996175,-0.002374973,0.0021567617,0.0030016415,-0.0016752797,-0.0012556145,0.0024553423,-0.0005086845,-0.0015117308,0.0021872546,-0.0016185495,-0.0006037698,0.000960212,0.00032714178,-0.0027593817,-0.0031545844,0.002437136,0.0016885567,0.0022528577,0.00024864875,0.002117851,-0.0011348814,-0.0003226895,0.001924872,-0.0025102468,-0.0013134044,-0.0025032992,-0.00030471702,0.003179177,-0.0024390388,-0.00078389706,-0.0006416772,0.002695402,-0.001978312,1.6750111e-05,-0.001582153,-0.0032035483,0.0016693061,-0.0029198395,-0.0014626739,-7.476926e-06,-9.592364e-05,-0.0025534881,0.0032130475,0.0016610991,0.003079256,-0.0027166074,0.0014993169,-0.0013791092,0.00027239864,0.0028301321,-0.0014777166,0.0015081477,-0.002262367,-0.0011787853,0.0031335964,-0.000527956,0.00010869133,-0.0013838985,-0.0025611713,-0.0005064909,0.0008283695,-0.00029848225,0.0018455669,-0.00091740704,0.0007500931,0.0018160051,0.002784859,-0.0004873751,-0.003074622,0.0014548482,0.00019618282,0.0024808652,-0.00026417695,-0.0008804191,-0.002911461,-0.000287202,0.00094236183,0.0018033419,0.0023598047,-0.001899562,0.00062476494,0.002027764,-0.0015992905,-0.0010289749,0.0022683933,0.000546683,6.57516e-05,0.0011608376,7.422888e-05,0.0032131006,0.0016954774,-0.0029713507,-0.0023466803,0.00029969253,0.0021368035,-0.0028725534,0.0012228079,0.001731688,0.001915481,0.002485982,-0.0020615202,0.00037442858,0.0020191045,-0.0009531628,-0.002055196,-0.00013653256,-0.0027858894,-0.0018657708,0.0023668727,0.0011208837,0.0024115865,0.0022701758,0.0025109157,-0.001261842,-0.00019271005,0.000784499,-0.0015040421,0.002794397,-0.0032850916,0.0022513072,0.0009763547,-0.0016410811,0.0014583934,-0.00058178423,0.0022413149,0.0033251247,-0.0014476387,-0.00019624816,-0.0019008794,0.0012823069,0.0009383278,0.0022972205,0.002036721,0.003178916,0.0030857814,0.0026352196,-0.0023372122,-0.003054293,-0.00011810097,-0.001031757,0.0026316997,0.0019768286,-0.0005130262,0.00050293293,0.0005962607,0.002603038,-0.0031813486,-7.25267e-05,0.0011611755,-0.00031806188,0.0027963896,0.0029966217,0.002177966,-0.00024003357,0.0025762112,-0.0028419087,0.0010715773,-0.0015513435,-0.0016942703,0.0011919667,0.0017904688,0.002589048,-0.0019254289,0.0024743993,0.0022124597,-0.0012362954,-0.0029149652,0.0018148177,0.0021692095,-0.0002625259,-0.0022402313,-0.0023554552,-0.00083768956,0.0017124383,-0.0012216473,-0.0031219737,0.0012761956,0.001624387,-0.0021471337,0.00039738804,-0.00068803,1.5877076e-05,-0.0032919797,0.0008924266,-0.0015853635,0.00036541524,-0.0005241056,0.00072412455,-0.0026256328,-0.00090260734,0.00088365836,0.0017838147,-0.0008031428,-0.0031711096,0.0015052048,3.2482745e-05,0.00102599,-0.0022682757,-0.00045682615,0.002554947,0.0024488317,-0.0012277727,0.0008762115,-0.0027725373,0.0020705578,-0.0015429062,-0.001060992,0.0031025743,0.00028954103,0.0024934427,-0.002028102,0.0017175813,0.0032989425,-0.0028257966,-0.0017137505,-0.0023515455,-0.001620395,-0.0012632973,-0.0028489232,0.0026457952,-0.0016212754,0.0028099888,0.0017512825,-0.0021841475,0.0013201919,0.0018245387,-0.0024789695,-0.002469314,-0.0008202231,-0.002878597,-0.000522444,-0.00013355458,0.001100601,0.0004780784,-0.00029942303,-0.0018579352,0.0005730627,-0.00030092077,0.0022725598,0.0013254834,0.001507304,0.00047796793,-0.00089537265,-0.0014557589,-0.0003475417,0.00047976623,-0.0008808205,-0.002357955,-0.0026003297,-0.0030523182,-0.0019809725,-0.00061402796,-0.0014400311,-0.0021600171,-0.001241957,0.0014271857,-0.0012401248,0.0027961887,0.00050245813,-0.002420094,0.0031441294,0.002544592,0.0018315748,-0.0022896694,0.0019362913,0.0013333221,0.0017245914,0.0014172741,0.00064615597,-0.001050441,0.0027891141,0.0032054852,0.0012646726,-0.0009544309,2.27595e-06,0.00040302775,-0.002815017,-0.0027432523,-7.696409e-05,0.0004095294,-0.0019083738,-0.0015792559,-0.0024489164,0.0027754435,3.8647082e-05,-0.0015008356,0.0019012069,0.0030609402,-0.001367678,0.0026566908,0.0017914833,0.0019587707,0.00016580225,0.0027430172,-0.002341154
failur,-0.002752473,0.0031074423,-6.439339e-05,-0.0006558641,0.0015334387,-0.0013686664,0.0009235173,0.0023415133,0.002020475,-0.0025016358,0.0031305177,0.0015545926,0.0013271943,-0.0020762302,0.0028217407,-0.00072945777,0.0029459659,-0.0017989872,-0.0027069557,0.0022660396,0.00055604876,-0.0007416761,0.0031739087,0.0031666362,-0.0032519654,0.00083149015,0.0020418451,0.0012915081,0.0006794704,0.00014746771,0.00022913357,-0.0012669598,-0.0023802489,-0.0007023899,0.0013081077,0.0029438667,0.0030873807,-0.0019913272,-0.003134921,0.0032657376,0.0011334067,0.0017137926,0.0021003792,-0.00093560317,0.0024445592,0.00094835873,0.00096811453,-0.0007851708,-0.0010456619,-0.0007889772,0.0014240715,3.6093435e-05,-0.0031972171,-0.0032193772,-0.0020505136,-2.8477049e-05,0.00066403544,0.0031420016,0.001859726,-0.001433605,9.228997e-05,0.0016514797,0.002567247,-0.00037416088,0.0014324714,-0.0019284408,-0.00025717934,0.0027084253,-0.00079380325,-0.003235227,0.0019334505,-0.0013073686,-0.0004046386,0.003323589,-0.0007625158,-0.0015832661,-0.0017864138,0.002333034,-0.0018931228,0.00071799697,-0.0017565859,0.002034483,0.0014493343,0.0008919946,-0.000494482,-0.00091205304,0.002994028,0.0017506593,-0.00071719434,-0.0031696334,-0.002467431,-0.00034881104,-0.00025643266,-0.000838084,0.0032400275,-0.00014733571,0.0019644208,-0.0024779784,-0.00084124383,-0.0018510823,-0.0023782556,0.00041404596,-0.002385448,-0.00074980775,0.001234051,0.0019433857,0.00040336367,0.000698807,-0.001366634,0.0024169667,-0.002095722,0.0015545547,-0.0027368097,0.0006833423,-0.0016540413,-0.0014086283,-0.0010245244,0.0018715443,0.001940744,-0.0016667857,0.00025949886,-0.0028181484,0.0026052268,0.0030811932,-0.0009167262,0.00027879392,0.000252334,0.0018170967,-0.0028607326,0.00020347003,0.0022836286,0.00075456087,0.00036986358,-0.00310733,0.0028241947,-0.0020757355,-0.000996976,0.0011661629,-0.0002596271,0.00045407924,0.00059896125,-0.0022921287,-0.003245359,0.0030256135,0.0020626958,-0.0023128258,0.0011253265,6.559389e-05,0.0015850138,-0.0023855658,0.001345583,0.0014415288,0.0033159922,-0.0014855511,-0.0004742689,-0.0024308579,-0.0032303939,-0.0030200328,-0.00034638532,-0.0021598726,0.0016245897,-0.0020563833,0.00082930876,0.00025930945,-0.0011305062,-0.00032673497,0.0033325267,0.003052893,-0.0014944366,0.003033585,-0.0018973773,0.0019714562,-0.0010308897,0.0011498532,0.0010148254,0.0022966606,-0.00079425256,0.0029175414,0.0025336053,-0.0031785832,-0.0026650995,-0.0025396566,0.0009713254,-0.00093826605,-0.002320032,-0.0027169855,0.0027820098,0.0006728067,-0.0031106204,-0.0016039751,0.0010475816,-0.0015642834,0.0017537574,-0.0014123975,0.0008831041,-0.0026922764,0.002071429,0.0016043695,0.00026463158,0.0010113635,-0.0029112785,0.00070981076,-0.00029718975,-0.003109096,-0.0031466817,-0.0004695264,0.001475014,0.0012316278,-0.0021720482,-0.0022979497,-0.0016626568,-0.0007727767,-0.0024222748,-0.0032109136,-0.00092133,-0.0027915277,-0.0020285659,-0.0018994961,-0.0007948208,-0.0005695072,-0.002988113,-0.00024451915,0.0027027475,0.0025497978,-0.0024196922,-0.0012234444,0.0010444536,-0.0031932564,0.00048964465,0.0021707278,0.0019120811,-0.0029236674,-0.0015009764,-0.0027064953,4.6319515e-06,0.0030891753,0.001999216,0.0016994777,0.0016914477,-0.0010976074,0.003201366,-0.0024495148,-0.002435945,-0.0007528386,-0.00024919317,-0.0010905681,-0.00019048306,0.002497503,-0.00023966377,-0.0005354235,0.0009231015,-0.0027892468,0.0026249771,0.002837765,-0.0032130606,0.00080749585,0.0033094133,-0.0025609555,-0.0023406951,-0.0025833007,0.0028000765,-0.0002103184,0.003066204,-0.00274347,0.001245283,0.00087628036,0.00024792258,0.0007856591,-0.0025053734,-0.0031185327,0.00078804063,0.0020420265,0.002662107,0.0019050024,-0.00025101076,0.00277326,-0.003109007,0.0011394722,7.492182e-05,0.0012748195,0.002462771,-0.0022513708,0.0018503362,-0.003173579,-0.0002752186,-0.0028912134,-0.0017119363,0.0031044108,-0.00062930444,0.0009684784,0.0030232468,0.0029844819,-0.002735454,-0.001002309,0.0033016044,0.0017089761,-0.0005277453,-0.00290004,0.0009974549,-0.0022159654
pneumonia,0.0027107573,-0.0014857781,-0.00035611907,0.00033545494,-6.370465e-05,0.0003827258,0.0020379536,-6.75718e-06,-0.0010819884,-0.0005035762,0.0019657663,0.00050470076,-0.00024142067,0.0031110824,-0.0016404279,-0.00027946988,0.0030584706,0.0022498092,0.000500952,-0.0029608535,0.00038291534,-0.0007627519,0.0031227458,0.00040330927,0.0004966879,0.00080213667,-0.0006120022,-0.0016665447,7.74765e-05,-0.00067139347,0.002200311,0.002980041,-0.00022491813,0.0009923383,-0.002035885,0.0005664416,-0.0023087442,-0.0028980088,-0.0019667344,-0.0029854917,0.002425865,-0.0019240105,0.002758784,-0.002414515,0.0011405583,0.0032249994,-0.0025951492,-0.0033150192,-0.0014430487,-0.00089437683,-9.0429785e-05,-0.0029438504,-0.0028725192,0.00093340356,-0.002735469,-0.0030231122,-0.00078015524,-0.0028772692,-0.0023522167,-0.0028003836,-0.000100442965,-0.0015214328,0.0022090583,0.00050905347,-0.0011138252,0.002036324,-0.0020044283,-0.0015520565,-0.002402503,-0.0014455267,-0.00060311,0.0021632144,-0.0009234643,0.0016396558,0.0023014809,-0.0024879018,0.0015216168,0.0020423261,-0.0009848248,0.0022083407,0.0020419597,-0.0021478282,-0.0022548505,0.0008463196,-0.000541273,-0.0020217092,0.003166403,-0.0017100489,-0.002184699,-3.9961735e-05,-0.000900476,0.00014813343,-0.0011791528,-0.00013977686,-0.00023620526,0.00027427357,0.0027316057,-0.0019122359,-0.000553176,0.0018572025,0.0027227069,-0.0014810109,0.0029951446,0.0027512216,-0.0014784074,0.00010103504,0.0014248304,-0.0013087734,-0.0018533218,-0.0021707742,-0.00022357941,-9.864052e-05,0.001487695,-0.0008246847,-5.7536363e-05,0.0008206252,0.001622533,-1.0269483e-05,-0.0021131365,-0.0030869357,8.885861e-06,0.0022206313,0.00048867427,-0.0029888407,-0.0026462015,0.0021839675,-0.0012618935,0.0020849975,-0.0022270107,0.002826554,-0.002172108,0.0010960066,-0.0003523286,-0.0022625092,-0.0010958656,-0.00038713732,-0.0018236466,-0.00040378253,-0.0025211044,0.0008822199,0.0030233827,-0.00079241674,-0.00032550335,0.0011711871,0.0028883624,-0.0019739508,-0.0022958592,-0.0009776616,0.003049232,0.0002887559,-0.0028928001,-0.00048232634,0.0031598217,-0.0025164958,-0.0017860329,0.0031055207,-0.002991242,0.0012753026,0.00022181352,0.0022202337,0.0027709177,-0.0009502618,-0.001330771,0.0029659725,0.0006965486,0.0020829805,-0.0031485716,0.003196708,-0.0004494361,-0.0020173716,0.0009975116,-0.00015220363,0.0015688308,-0.0007610071,-0.0013792809,0.0007592996,0.0027847947,-0.001665202,0.00088955957,-0.0026635183,-0.0022577823,-0.00015588959,-0.002922576,0.0009298126,0.0005328651,-0.0007732308,0.0016679303,0.0032495956,0.0028180892,-0.0006267417,0.0006860506,-0.0013345631,-0.0027471352,0.002092652,-0.0006497272,-0.00022206824,-0.000590444,-0.0015118885,0.0013539032,-0.0014233935,-0.0031928488,0.0029810385,0.0013883563,0.0030782449,0.002214501,0.00097491225,0.0032680067,-0.0014748804,-0.0022677705,0.0014091269,0.001243,-0.0018882037,0.00323492,-0.0011861023,0.0031831355,0.00027824202,-0.0021128189,-0.000659039,-0.0024590183,-0.0009931743,0.00034723242,0.003160896,0.0031186158,-0.0021986258,0.0011583837,0.0007585235,-0.0008297841,-0.0030763908,0.00034237542,-0.0027219022,0.0021067297,-0.0019333601,0.0018451464,0.0032779078,-5.3333442e-05,0.0015094975,-0.00060313346,0.002453587,0.0013133656,-0.0030034415,-0.0007995013,0.0012095897,-3.3189455e-05,-0.0004004236,-0.00035181284,-0.0005572005,0.00020165085,0.001388365,-0.0014175972,-0.0012778739,-1.7605622e-05,8.978526e-05,-5.626877e-05,-0.001595169,0.0014378007,-0.0007239731,0.0007011799,0.00022217432,0.0019898922,-0.0022807936,-0.0022719034,-0.0014920859,0.0031452763,-0.00053062756,-0.003143081,-0.00018168052,-0.0014829743,0.0020000264,-0.0031945617,0.0009530004,-0.0030842773,0.00041660032,0.0019997326,0.0024657825,-0.0025404878,-0.0020176745,-0.0022794802,-0.0026394466,-0.00316636,-0.00070849893,-0.00027864418,-0.002418734,0.0022623455,0.00037320654,0.0019429557,0.0004909555,0.0002631219,-0.0024560431,-0.0007255526,0.0014403597,-0.0016951049,0.00037692985,0.00096112135,-0.0005121203,0.0033107651,0.0027832114,0.0008052222,0.0023727485,0.0019638126,-0.0018602058
bleed,-0.0017096807,-0.0022222125,-0.002589159,0.002774364,-0.00063877506,-0.0023054976,-0.0013773178,0.0017510491,-0.0009579829,-0.0012490896,0.00053386186,-0.00092782103,-0.000547489,0.00036031322,-0.0009770993,0.0028475155,0.0013128958,-0.0033413963,0.0020946441,-0.0022701288,0.0002607422,0.0014743828,-0.0017021104,-0.00071913033,0.0027117706,-0.0014059076,-0.0025632593,0.0030749955,-0.00073245366,-0.0015804574,0.0028745309,0.0014361294,0.0014376376,0.003109841,-0.0028465919,0.0017568823,0.00069156993,0.00138705,0.00057207484,0.0015019317,0.0015119126,0.002031051,-0.0010743928,-0.0015255377,-0.00014623434,0.00083872286,-0.0010694176,0.0020384889,0.0013820775,0.002603745,0.00087427936,0.0027108619,-0.00047641908,0.0026934433,0.0012330887,-0.0026645137,-0.001297726,-0.00082188065,0.0016393268,-0.0002932403,-0.0009670248,0.0026086695,0.0030950431,-0.00052648544,-0.0017304334,-0.0015564035,-0.001605825,-0.0032001354,0.00044941404,-0.0014234801,0.0008275753,0.0018626738,-0.0013698519,-0.0032170985,0.00048648132,-0.0022015725,0.00082075695,-0.0012581861,0.002356289,0.00024776568,0.0011746931,-0.0009270657,-0.0005786339,0.0026004142,0.0004893199,-0.0019323782,-0.0026271702,0.00040787208,0.0021560835,0.0018618425,-0.0029866784,0.0028830972,0.0013496276,0.0024983704,0.0032857785,-0.0024112202,-0.003020212,0.0019596983,0.0031307528,0.001186101,0.0023472684,-0.00051576464,0.0026562081,-0.0031839656,-0.0026787461,-0.002228162,-0.0013327971,0.0016487575,-0.0012841151,-0.0027631498,0.0028140775,-0.0012398479,0.0028513207,-0.0016279608,0.0013452414,0.0016633393,0.0008013359,-0.00093638833,0.0009519542,-0.0027854263,-0.00094647735,-0.00085492537,0.0024292965,-0.0011522656,-0.0022227475,0.0014609866,-0.0001404597,-0.0012266262,0.0022936312,0.0013067662,-0.0013021289,0.0002822024,0.0030765878,0.0025807153,0.0021237165,0.0015901491,0.00080308743,-0.0005947782,-0.0021402843,-0.00011513649,-0.00053071877,-0.0002033501,-0.0020890317,0.0024800864,-0.0021929967,-0.0024180862,-0.0009364525,-0.0005145398,-0.0025572274,0.00023334177,-0.0017661585,-0.00046445784,-0.0024771523,0.00065875263,0.0010691235,1.12356665e-05,-0.001837871,-0.00057846744,0.0023537837,0.0012761574,-0.0029609127,-0.0011239729,0.00076545565,0.0007301425,-0.0031697308,0.0015236207,-0.0028915985,-0.0024736314,0.0011469794,-0.0011321978,0.0011948724,0.002973196,-0.0011992016,0.0031267677,0.00056992634,0.0032662249,0.0019377177,-0.0030844316,-0.0011148414,0.0021880232,0.0018793842,0.0029021562,0.0023205532,0.0026830758,-0.0033116445,0.0014543736,-0.0016653268,0.0011841372,0.0020083208,0.0014652663,0.0025090654,0.00050614105,-0.00044398656,0.0019296636,-0.0018563976,-4.3607997e-06,0.0031775567,-0.0018470756,0.0012623993,-0.0026990129,0.00324086,0.0027422132,0.0004212303,0.0016964009,0.00046893276,-0.0021768836,-0.00048421294,0.0021318498,-0.0015360191,-0.0013375044,0.0016686197,0.0009003288,-0.00064569013,-0.0009595937,0.0019958813,-0.0019156934,-0.0010913884,-0.0022138625,-0.0014544566,-0.0028728442,-0.0014954959,-0.002833808,0.00045830323,-0.002872437,-0.0033268027,-0.0027387985,-0.0022768874,0.002210771,0.0012498271,0.00013535579,-0.0009925675,-0.0024951731,0.00016791318,0.00018257259,5.5855955e-05,0.00030041282,0.00027158434,-2.0199865e-05,-0.002670811,-0.0019840486,-0.0027757797,-0.00043663112,0.0006035462,0.0025005566,-0.0006491424,-0.00078541035,0.0031762868,2.7968706e-05,-0.0008113173,0.002889643,0.0009035692,-0.0017902894,0.0022070943,0.0015032323,-0.0023911153,-0.00011358742,0.0002911403,0.0019221766,-0.0005892263,-0.0009468832,0.00059677265,0.0003097551,0.00039288696,-0.0008998778,-0.0020110514,0.0024641105,0.0025385704,0.0027781301,-0.0028914977,0.000876339,-0.0012106478,0.0031994313,0.0009724986,0.0015386967,0.00081982266,0.0022213673,-0.0019080422,0.0026489436,-0.00084061205,-0.0015301544,-0.0006789474,0.0032468876,-0.0023014995,-0.00072358566,0.002329721,-1.6533577e-05,-0.002116424,-0.0021155875,0.0029932219,0.0021562085,0.0016143415,-0.0010753884,-0.0030934846,0.0012561422,0.0024112982,-0.0018726859,-0.0026177394,-0.0009954921,-0.0016252238,-0.0007747591
acut,-0.0006416892,-0.0017591673,0.003163215,-0.0030895679,0.0015053813,0.0018053113,-0.00045249792,0.0030398632,0.0032895836,-0.0018188271,-0.0020150836,-0.0022454555,-0.002648059,-0.0010103177,-0.0018520921,-0.0027845197,0.00026944577,0.0009832666,0.0021453025,-0.0008846307,-0.0014861048,0.00041072763,0.00013972128,0.0026905797,6.601381e-05,0.0024094856,-0.0027640609,0.0028038588,-0.0006392053,0.0028925752,-0.0025237345,0.0006061712,0.00035871493,2.0803096e-05,-0.0017134242,-0.0030713694,-0.0024129224,-0.0026531762,0.00062869483,0.00017800082,-0.0006046573,0.002378013,-0.00082328846,-0.0004548466,-0.0029652037,-0.0033096974,0.0029997816,-0.0018918647,-0.0021159553,0.0017391299,0.0022412112,-0.0022613397,0.0003067865,-0.0019941372,0.0005430901,-0.0014029362,-0.0011426224,0.0007171109,0.0028852476,0.002233738,-0.003247777,-0.0018745248,0.002618004,0.0006653636,-0.0014303741,0.0002113309,0.0031715713,-0.00035623793,-0.0031499995,0.0005106103,0.0020670919,0.0021021967,0.0013579864,-0.0018986595,-0.00014454043,1.4196555e-06,0.0015205572,-0.0026664701,-0.0026794972,0.00012088434,-0.002872927,0.0019325503,-0.000131371,0.0033501196,-0.0017653857,-0.00014599637,0.0025677462,-0.0013451128,-0.0016536693,0.000532256,0.0008924725,-0.00083136675,0.0021650412,-0.00254743,0.0011564443,0.000185677,0.0029253927,0.002000632,0.0022626526,0.0026240186,-0.003171648,0.0031980996,-0.0025816855,-0.00087836396,-0.0016438573,-0.0016616493,-0.0026734248,-0.0025824062,-0.0015298723,-0.00041654293,-0.0016999368,0.0020430773,-0.003181153,-0.0017567053,0.0031533567,0.0023446924,0.0025684868,0.0014034988,0.00017986642,-0.0020126677,0.0019905125,0.0008796616,0.002565899,0.0021226306,0.0026346364,0.0028874178,-0.003292599,-0.0022622503,0.0004384243,0.0021640933,0.0024633775,0.0018684305,0.0025744245,-0.0017064787,0.0021794925,-0.0013510452,-0.003006451,0.0030673263,0.00043946537,-0.00093225733,-0.00082571176,-0.0014169784,0.001606184,0.001457584,-0.000876548,-0.0024604378,-0.0012028901,-0.00010983124,0.0020177304,-0.00095589267,-4.717581e-05,0.00025315644,-0.0023664527,0.00069841475,-0.00047878438,0.0009580634,0.0016043939,-0.0004556081,-0.0009288908,0.0026047418,0.0017035814,0.0022524868,0.0014904502,0.0028978935,0.0024820892,-0.00036217252,0.0029052338,0.0015175024,0.0017993365,-0.0004486298,-0.0006699644,-0.0014758293,-0.0028207568,0.0010157868,0.0029707027,0.0029509694,-0.00063428323,0.0020141148,0.001249673,-0.0014296594,0.00068738393,-0.0018002262,0.0027283465,0.0018048744,0.0010350634,0.0013792863,0.0029115102,0.002422204,-0.00027984704,-0.0023733121,0.0028168831,0.0024133842,0.0005587216,-0.00043730627,-0.0019415654,-0.001531061,0.002890741,-0.0010568049,-0.0021169335,0.0032918092,0.002552794,0.0030348413,0.00037359862,-0.0027690139,0.0027902254,-0.0012441158,0.00190079,0.0014486548,0.0032267368,-0.0030967626,0.0030755722,-0.00309726,-0.0023130453,-0.0030404609,-0.001867747,0.0024492547,0.0030478227,-0.0011406473,0.0012287106,-0.0012051115,0.002620328,0.0019537397,2.205262e-06,-0.0012071999,-0.0024295144,0.00157492,0.00047742887,-0.0008707056,0.0026067032,-0.001348806,-0.0030510665,-0.0007596062,4.0992156e-05,-0.0021934335,-0.0018368112,-0.0028142526,0.0030799923,0.0024620332,-0.00010143334,0.0024338507,0.002673086,-0.00025904915,0.0022000703,0.0012594953,0.0017014773,0.0024173176,-0.0015823441,-0.0007219876,0.00028744104,0.0014043679,0.0011076189,0.001706097,0.0015172954,-0.0028096184,-0.0011044823,-0.0024263188,0.0032371916,0.0016674277,2.2254477e-05,0.0013790602,-0.0025518886,-0.0020830925,0.0010416224,0.002154398,0.0013051116,0.0020147485,-0.00065845385,-0.0011178792,3.2357057e-05,-0.0010724033,-0.0018452833,-0.002599067,0.0021716447,-0.00037480544,-0.0006187958,-0.002592406,0.0031106696,0.00029368245,0.0005588791,0.0008274713,-0.002470079,0.0005542253,0.0009882152,-0.0028433122,0.0016423234,0.00082159444,0.0024798836,0.001696735,-0.0010203812,-0.0023854298,0.002377833,0.00063707755,0.0017314287,0.002115085,0.00063214684,-0.0020291894,-8.705722e-06,0.002746123,-0.00201589,0.0031359822
breath,-0.0023902517,0.0014104946,0.00071858993,0.0024751707,-0.001629024,-0.0015187446,-0.002024704,0.0011135536,-0.0014948815,0.0028456035,-0.0014282146,-0.003037063,-0.0016045517,0.0021396074,-0.0021132245,-0.0017579081,-0.0024264574,0.001997691,0.0011168775,0.0009435853,-0.0010442229,0.002011763,-0.0020437415,-0.0006659987,-0.0019905635,-0.00033505925,-0.0006740668,0.0028279382,2.600734e-05,-0.0028603242,-0.0018011924,-0.002287146,0.0008892612,0.003154018,-0.0019413339,0.002765174,0.0028424282,-0.002357407,-0.002956451,0.0031602876,0.0027946439,-0.001569444,-0.0022400878,0.0026163845,0.0012553053,0.002699435,-0.0025238276,-0.0031643254,0.0005221075,-0.0032663897,-0.001625363,-0.0011405818,0.0032059755,0.0028827307,-0.00094506465,0.0019427523,0.002752304,-0.00075256504,0.0031783485,0.0023863895,0.0006775423,-0.0012786863,-0.0016904676,-0.0010216403,0.0026191645,-0.0020518051,-0.00097618287,0.0030641495,0.0011506435,0.0020137695,-0.0026853245,-0.00024478938,0.0018382806,-0.001578306,0.0024805486,0.0031126612,-0.00013188417,-0.0006812158,-0.00019370836,-0.0019218924,-0.002799878,-0.00050072256,-0.00084804016,0.0014714508,-0.0022794232,0.0018155694,-0.0022607185,-0.002606944,0.0028337922,0.0029745183,-0.0011597066,0.0011670035,-0.0019211356,-0.0029124552,-0.0018301695,0.0022571671,0.0021416857,0.0031541642,0.0023485613,0.0022504013,0.0004324956,-0.0032632635,0.0015329855,-0.00017728693,0.002108206,0.0005904058,-0.0010417596,0.0025908914,0.0005130546,1.8753399e-05,-0.0015345169,-0.0028222525,-0.0025921855,0.0028939617,-0.0029768506,0.003017709,-0.0030854032,-9.0788126e-05,-0.000626515,-0.0029923534,0.0028757688,0.0022613758,0.0010058391,0.00160681,2.7649156e-05,0.0031428675,0.0023478016,-0.0032921254,-0.0014709425,-0.00042338515,0.001019963,-0.0014302266,0.0004839798,-0.0026163901,0.0009284021,0.0015767867,0.0016490853,-0.0010567104,-0.002814246,-0.003084531,-0.0002453485,-0.0024420575,-0.002272951,0.0020424277,0.0023863106,0.00070332736,-0.0026409975,-0.0018992152,0.0026757827,0.0013050773,-0.0017435773,-0.0024816003,0.00025025595,0.0011672938,0.00069575396,0.0010404448,-0.0018752514,-0.0033026962,-0.0023419338,8.0205726e-05,0.0015378075,0.0015118746,0.00061751954,0.0017269411,-4.5921177e-05,0.0013684644,-0.0030413675,0.0025693914,0.0020554732,0.0017152933,0.002408997,0.0028150408,0.0002528157,-0.0005609645,0.00017541464,-0.0031180985,0.0028136852,-0.002136785,0.0028013333,-0.0014121763,0.00021875543,-0.0030411975,-0.003182216,-0.002614562,-0.0025839699,0.00013175115,-0.0024040076,-0.0016440819,-0.0017572341,-0.0014378264,0.002341523,0.0016113692,0.0028834306,0.002368559,-0.0018892182,0.0024066998,-0.0030968124,-0.00086685864,-0.0025798925,0.0013983621,0.00059667823,0.002353814,0.000986581,-0.0023303435,0.0025707236,-0.0020002476,0.002999769,0.0009845727,-0.00133673,-0.0015616838,-0.0014691454,-0.002058243,0.0031213842,-0.0008928577,0.0025875084,-0.0032248502,0.0006891483,-0.0004278692,0.0025091458,-0.0030213725,0.0024748023,-0.0016980873,-0.0020082947,-0.0018791803,-0.0011348762,-0.001143378,-0.0010644267,-0.0024990535,0.00023553956,-0.00020083557,-0.00056417653,0.0012471493,-0.0025466173,-0.001064678,0.0017138812,0.0028585535,-0.003269411,0.0023992322,0.0017700128,-0.0013058241,0.0028655143,-0.003075264,0.0024131488,0.0017947103,0.0004362481,-0.001735432,-0.0013906148,-0.0011113468,0.00053297915,0.00053807546,0.0024671345,0.0033279064,0.002958621,-0.0013335703,0.0031968358,-0.00021186216,0.0016227629,0.00084769516,-0.00021916813,0.0012178475,-0.0017654278,-0.0019119723,-0.0025294235,0.00062603294,0.0021708931,0.0002999245,0.00042510103,0.0010590642,0.0027007223,-0.0025722599,0.0007531719,-0.0024897477,0.0012326044,0.0031695156,0.0025137404,0.0021512976,0.002672183,0.0021890576,0.0022793252,0.0028956616,-0.0016541835,0.0030688092,0.0016834823,-0.00070850825,0.0028228003,0.0017006616,0.0032100987,0.0009457983,0.0032948856,0.00039921782,0.0030435415,0.0011980168,0.0021825437,-0.00120764,0.0022703635,0.0024180785,-0.0007207637,-0.0006212728,0.0012047911,-0.0023452567
